,Dates,Category,PdDistrict,Address,X,Y
433314,2009-04-04 09:00:00,KIDNAPPING,CENTRAL,300 Block of POWELL ST,-122.408384275542,37.7878271137225
433361,2009-04-04 03:05:00,ARSON,BAYVIEW,1100 Block of NEWHALL ST,-122.390866172562,37.7372499015533
433375,2009-04-04 02:26:00,DRUNKENNESS,NORTHERN,VANNESS AV / GEARY BL,-122.421395819115,37.7856843389472
433416,2009-04-04 00:22:00,DRUNKENNESS,MISSION,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
433479,2009-04-03 21:49:00,DRUNKENNESS,TENDERLOIN,400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
433518,2009-04-03 19:50:00,DRUNKENNESS,SOUTHERN,800 Block of 3RD ST,-122.391425069857,37.7778727797586
433532,2009-04-03 19:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
433549,2009-04-03 18:14:00,DRUNKENNESS,PARK,100 Block of JOHNFKENNEDY DR,-122.457507583541,37.7711332354432
433595,2009-04-03 16:49:00,DRUNKENNESS,MISSION,1200 Block of TREAT AV,-122.41283040295,37.7501495078008
433676,2009-04-03 13:11:00,DRUNKENNESS,PARK,1700 Block of HAIGHT ST,-122.451314447797,37.7695046066162
433732,2009-04-03 10:49:00,KIDNAPPING,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
433815,2009-04-03 05:17:00,KIDNAPPING,BAYVIEW,CUSTER AV / RANKIN ST,-122.391057691829,37.7463639698042
433818,2009-04-03 04:01:00,DRUNKENNESS,MISSION,1900 Block of MISSION ST,-122.41967661615,37.7658510977435
433853,2009-04-03 00:17:00,KIDNAPPING,BAYVIEW,0 Block of POMONA ST,-122.393379855662,37.7317081525738
433868,2009-04-02 23:30:00,KIDNAPPING,SOUTHERN,500 Block of THE EMBARCADEROSOUTH ST,-122.398586934103,37.7999893077504
433933,2009-04-02 21:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
434013,2009-04-02 17:10:00,DRUNKENNESS,TENDERLOIN,FULTON ST / HYDE ST,-122.415127837608,37.7797870676495
434154,2009-04-02 10:00:00,DRUNKENNESS,SOUTHERN,6TH ST / JESSIE ST,-122.409247675547,37.7813987340892
434189,2009-04-02 08:30:00,RUNAWAY,PARK,300 Block of WOODSIDE AV,-122.452716700987,37.7457451434135
434301,2009-04-01 20:31:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
434371,2009-04-01 17:55:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
434440,2009-04-01 15:00:00,KIDNAPPING,NORTHERN,400 Block of MCALLISTER ST,-122.419448185224,37.7802091894281
434449,2009-04-01 14:54:00,ARSON,SOUTHERN,NEWMONTGOMERY ST / MISSION ST,-122.40050441968,37.78745132896621
434511,2009-04-01 12:27:00,ARSON,NORTHERN,1100 Block of FRANCISCO ST,-122.42412350881,37.80336133563621
434615,2009-04-01 08:57:00,DRUNKENNESS,SOUTHERN,0 Block of 6TH ST,-122.408913229808,37.781211650766295
435006,2009-03-31 12:00:00,KIDNAPPING,MISSION,0 Block of BARTLETT ST,-122.420003504083,37.7561630112752
435119,2009-03-31 02:05:00,ARSON,INGLESIDE,400 Block of LAGRANDE AV,-122.426833588598,37.716879069607
435218,2009-03-30 20:51:00,KIDNAPPING,INGLESIDE,5400 Block of MISSION ST,-122.444314025188,37.7131083433264
435277,2009-03-30 18:00:00,DRUNKENNESS,MISSION,0 Block of LILAC ST,-122.41773117521002,37.7514612116914
435556,2009-03-30 02:20:00,DRUNKENNESS,SOUTHERN,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161
435557,2009-03-30 02:15:00,DRUNKENNESS,MISSION,2200 Block of MISSION ST,-122.419350173229,37.76101609120561
435571,2009-03-30 00:36:00,ARSON,SOUTHERN,100 Block of 6TH ST,-122.407975093043,37.7803099082814
435572,2009-03-30 00:33:00,ARSON,BAYVIEW,700 Block of JAMESTOWN AV,-122.389039223072,37.7151390330171
435594,2009-03-30 00:01:00,KIDNAPPING,CENTRAL,800 Block of LEAVENWORTH ST,-122.415348738908,37.788854205046704
435704,2009-03-22 17:57:00,ARSON,CENTRAL,100 Block of POST ST,-122.404013392454,37.788904767871706
435729,2009-03-22 16:00:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
435833,2009-03-22 11:05:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.402849079555,37.7758599616408
435884,2009-03-22 06:48:00,DRUNKENNESS,TENDERLOIN,0 Block of GROVE ST,-122.415642487855,37.7788323158792
435936,2009-03-22 00:40:00,DRUNKENNESS,SOUTHERN,1500 Block of FOLSOM ST,-122.414224026965,37.7715982798716
435984,2009-03-21 23:23:00,DRUNKENNESS,PARK,HAIGHT ST / BELVEDERE ST,-122.449647662955,37.76966191958461
436054,2009-03-21 19:50:00,DRUNKENNESS,CENTRAL,400 Block of COLUMBUS AV,-122.408407397189,37.79914232652379
436074,2009-03-21 18:24:00,KIDNAPPING,BAYVIEW,0 Block of WESTVIEW AV,-122.418240102107,37.7311402768386
436122,2009-03-21 16:30:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
436367,2009-03-20 23:14:00,DRUNKENNESS,INGLESIDE,MISSION ST / 30TH ST,-122.421970919029,37.74237522452549
436406,2009-03-20 22:00:00,KIDNAPPING,MISSION,20TH ST / DOUGLASS ST,-122.439033128791,37.7574153708663
436453,2009-03-20 20:15:00,KIDNAPPING,INGLESIDE,200 Block of FRANCONIA ST,-122.407418253854,37.74516448653711
436481,2009-03-20 19:00:00,DRUNKENNESS,NORTHERN,1100 Block of FILLMORE ST,-122.432116233695,37.7800304351156
436492,2009-03-20 18:51:00,KIDNAPPING,MISSION,16TH ST / HARRISON ST,-122.413107622693,37.7654480180266
436520,2009-03-20 18:00:00,KIDNAPPING,SOUTHERN,700 Block of MARKET ST,-122.40409466245,37.787256092799296
436607,2009-03-20 14:05:00,KIDNAPPING,TARAVAL,42ND AV / VICENTE ST,-122.500054591021,37.7382380848525
436766,2009-03-20 07:05:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
436774,2009-03-20 05:00:00,ARSON,TENDERLOIN,0 Block of MASON ST,-122.409129633669,37.7838066631424
436800,2009-03-20 01:41:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
437073,2009-03-19 12:35:00,KIDNAPPING,BAYVIEW,2700 Block of SAN BRUNO AV,-122.403408669191,37.72700531963
437199,2009-03-19 02:49:00,ARSON,PARK,1000 Block of ASHBURY ST,-122.446726440841,37.7632137032178
437202,2009-03-19 02:49:00,ARSON,PARK,1100 Block of CLAYTON ST,-122.446837820235,37.7622550270122
437267,2009-03-18 22:00:00,DRUNKENNESS,TENDERLOIN,100 Block of EDDY ST,-122.410157073911,37.7842973843312
437351,2009-03-18 18:00:00,KIDNAPPING,SOUTHERN,600 Block of MINNA ST,-122.412194506024,37.7772839511772
437355,2009-03-18 17:50:00,DRUNKENNESS,SOUTHERN,11TH ST / HARRISON ST,-122.41248326348,37.7706305910776
437394,2009-03-18 16:48:00,DRUNKENNESS,INGLESIDE,MISSION ST / RICHLAND AV,-122.42446746767,37.7360604757326
437627,2009-03-18 04:38:00,ARSON,BAYVIEW,0 Block of WESTPOINT RD,-122.380382266471,37.7353538209895
437665,2009-03-18 01:03:00,DRUNKENNESS,RICHMOND,400 Block of CLEMENT ST,-122.463894088904,37.7829092614438
437738,2009-03-17 21:33:00,ARSON,BAYVIEW,INGALLS ST / BANCROFT AV,-122.389054213243,37.723484073117
437816,2009-03-17 17:05:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
437864,2009-03-17 15:45:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
437896,2009-03-17 14:30:00,DRUNKENNESS,CENTRAL,500 Block of GREEN ST,-122.407945033235,37.7996867434054
437898,2009-03-17 14:10:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
438035,2009-03-17 08:00:00,RUNAWAY,NORTHERN,1100 Block of TURK ST,-122.428818526724,37.7808642652455
438080,2009-03-17 02:18:00,DRUNKENNESS,SOUTHERN,600 Block of HOWARD ST,-122.39998852115,37.78548734122921
438099,2009-03-17 00:15:00,KIDNAPPING,INGLESIDE,1700 Block of VISITACION AV,-122.414204367984,37.7162698383407
438131,2009-03-16 22:45:00,RUNAWAY,PARK,100 Block of BELVEDERE ST,-122.449328648219,37.7677738874748
438244,2009-03-16 17:58:00,DRUNKENNESS,SOUTHERN,700 Block of TEHAMA ST,-122.411912027329,37.7752065614967
438301,2009-03-16 15:11:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
438352,2009-03-16 13:00:00,KIDNAPPING,TARAVAL,300 Block of CLAREMONT BL,-122.465271016214,37.740178074602
438425,2009-03-16 09:30:00,KIDNAPPING,CENTRAL,800 Block of KEARNY ST,-122.405120151913,37.79576827245071
438665,2009-03-08 15:40:00,DRUNKENNESS,CENTRAL,1400 Block of GRANT AV,-122.407560004563,37.8001710961561
438822,2009-03-08 02:00:00,DRUNKENNESS,CENTRAL,400 Block of BROADWAY ST,-122.405065483077,37.7980134745487
438846,2009-03-08 00:30:00,KIDNAPPING,SOUTHERN,600 Block of HARRISON ST,-122.396775154339,37.782958241662506
438939,2009-03-07 19:23:00,DRUNKENNESS,MISSION,1200 Block of TREAT AV,-122.41283040295,37.7501495078008
438980,2009-03-07 18:00:00,RUNAWAY,TARAVAL,500 Block of HOLLOWAY AV,-122.458703350333,37.7217839385443
439133,2009-03-07 11:00:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
439213,2009-03-07 03:57:00,DRUNKENNESS,NORTHERN,2800 Block of BAKER ST,-122.445670312049,37.7974660100275
439215,2009-03-07 03:17:00,DRUNKENNESS,SOUTHERN,400 Block of 6TH ST,-122.403671442177,37.77703244359461
439239,2009-03-07 01:40:00,DRUNKENNESS,PARK,CARL ST / COLE ST,-122.449958075249,37.7658000842584
439267,2009-03-07 00:01:00,DRUNKENNESS,SOUTHERN,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
439270,2009-03-07 00:01:00,KIDNAPPING,MISSION,16TH ST / HARRISON ST,-122.413107622693,37.7654480180266
439343,2009-03-06 20:12:00,DRUNKENNESS,TENDERLOIN,400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
439433,2009-03-06 17:14:00,ARSON,NORTHERN,GOLDEN GATE AV / BUCHANAN ST,-122.428644398557,37.7799870005236
439453,2009-03-06 16:32:00,DRUNKENNESS,CENTRAL,400 Block of GEARY ST,-122.410699657634,37.7869881885308
439633,2009-03-06 08:20:00,RUNAWAY,BAYVIEW,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
439634,2009-03-06 08:20:00,RUNAWAY,BAYVIEW,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
439738,2009-03-05 23:00:00,KIDNAPPING,CENTRAL,400 Block of UNION ST,-122.406615370913,37.8008158718244
440091,2009-03-05 06:04:00,ARSON,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
440094,2009-03-05 06:00:00,KIDNAPPING,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
440139,2009-03-04 23:00:00,KIDNAPPING,MISSION,400 Block of VALENCIA ST,-122.42207304894,37.766125945480105
440157,2009-03-04 22:30:00,KIDNAPPING,NORTHERN,700 Block of POLK ST,-122.419159190984,37.7833430636234
440176,2009-03-04 21:55:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
440178,2009-03-04 21:48:00,DRUNKENNESS,MISSION,17TH ST / MISSION ST,-122.419515708406,37.7634292328496
440216,2009-03-04 20:00:00,KIDNAPPING,CENTRAL,600 Block of SUTTER ST,-122.411090752992,37.788964175606296
440222,2009-03-04 19:40:00,RUNAWAY,RICHMOND,800 Block of EUCLID AV,-122.458490740585,37.7837951529214
440223,2009-03-04 19:40:00,RUNAWAY,RICHMOND,800 Block of EUCLID AV,-122.458490740585,37.7837951529214
440513,2009-03-04 05:39:00,ARSON,PARK,100 Block of DOWNEY ST,-122.446916939832,37.76538453362861
440542,2009-03-04 01:28:00,DRUNKENNESS,TARAVAL,2500 Block of NORIEGA ST,-122.490952032506,37.7536574097038
440577,2009-03-03 23:00:00,RUNAWAY,MISSION,1400 Block of 15TH ST,-122.417102243898,37.7668931278499
440655,2009-03-03 19:09:00,DRUNKENNESS,PARK,900 Block of CORBETT AV,-122.443543211967,37.7520344922922
440672,2009-03-03 18:37:00,DRUNKENNESS,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
440712,2009-03-03 17:06:00,KIDNAPPING,BAYVIEW,0 Block of CAMERON WY,-122.385879189053,37.7202869779119
440748,2009-03-03 15:20:00,DRUNKENNESS,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
440783,2009-03-03 13:32:00,KIDNAPPING,TENDERLOIN,JONES ST / TURK ST,-122.412414263581,37.7830037964534
440812,2009-03-03 12:30:00,RUNAWAY,BAYVIEW,0 Block of REUEL CT,-122.382919646324,37.7364122533313
441053,2009-03-02 20:04:00,DRUNKENNESS,SOUTHERN,0 Block of 6TH ST,-122.40950430935,37.781526271747
441097,2009-03-02 17:42:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
441128,2009-03-02 16:05:00,KIDNAPPING,BAYVIEW,6200 Block of 3RD ST,-122.395989596412,37.721313139839
441269,2009-03-02 08:15:00,RUNAWAY,BAYVIEW,1200 Block of QUESADA AV,-122.383037431906,37.728636436753
441381,2009-02-22 21:25:00,RUNAWAY,INGLESIDE,500 Block of MUNICH ST,-122.429639110872,37.7170365230371
441428,2009-02-22 19:15:00,ARSON,SOUTHERN,0 Block of SOUTHPARK AV,-122.392998702818,37.7822551330244
441487,2009-02-22 16:00:00,RUNAWAY,SOUTHERN,0 Block of DORE ST,-122.412933062384,37.7739274524819
441493,2009-02-22 15:45:00,RUNAWAY,BAYVIEW,1000 Block of GRIFFITH ST,-122.378920771859,37.7286119710993
441531,2009-02-22 13:37:00,DRUNKENNESS,INGLESIDE,FOLSOM ST / CORTLAND AV,-122.413311792854,37.7389835945917
441625,2009-02-22 01:40:00,DRUNKENNESS,NORTHERN,LOMBARD ST / FILLMORE ST,-122.436049203586,37.79984122288229
441634,2009-02-22 01:00:00,RUNAWAY,INGLESIDE,1600 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531
441638,2009-02-22 00:45:00,DRUNKENNESS,CENTRAL,400 Block of BROADWAY ST,-122.404282497745,37.7982249345487
441687,2009-02-21 22:47:00,DRUNKENNESS,TENDERLOIN,400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
441718,2009-02-21 21:45:00,DRUNKENNESS,CENTRAL,800 Block of GEARY ST,-122.417295322526,37.7862578545865
441727,2009-02-21 21:25:00,KIDNAPPING,PARK,PIERCE ST / WALLER ST,-122.433550404022,37.7707538886682
441858,2009-02-21 14:59:00,DRUNKENNESS,PARK,HAIGHT ST / SHRADER ST,-122.451864552636,37.7693505381781
441921,2009-02-21 12:12:00,DRUNKENNESS,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
441965,2009-02-21 10:09:00,DRUNKENNESS,SOUTHERN,400 Block of STEVENSON ST,-122.408658469653,37.7826632207573
442028,2009-02-21 02:31:00,KIDNAPPING,TENDERLOIN,0 Block of GOLDEN GATE AV,-122.411268613368,37.782250087316704
442034,2009-02-21 02:20:00,DRUNKENNESS,SOUTHERN,4TH ST / FREELON ST,-122.397066698493,37.7787523253223
442041,2009-02-21 01:56:00,DRUNKENNESS,PARK,1800 Block of HAIGHT ST,-122.452706340322,37.7692156705894
442045,2009-02-21 01:47:00,DRUNKENNESS,TENDERLOIN,300 Block of EDDY ST,-122.413753670487,37.78373004094
442365,2009-02-20 12:00:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
442377,2009-02-20 11:40:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
442380,2009-02-20 11:00:00,KIDNAPPING,BAYVIEW,1800 Block of PALOU AV,-122.396072849654,37.7369730787307
442529,2009-02-19 22:59:00,KIDNAPPING,TENDERLOIN,100 Block of TAYLOR ST,-122.410928353347,37.7836778741124
442573,2009-02-19 21:24:00,ARSON,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
442587,2009-02-19 20:55:00,KIDNAPPING,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
442687,2009-02-19 16:59:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
442790,2009-02-19 11:30:00,DRUNKENNESS,SOUTHERN,100 Block of OTIS ST,-122.420303482492,37.770896885856
442924,2009-02-18 23:50:00,DRUNKENNESS,MISSION,VALENCIA ST / 23RD ST,-122.420814360139,37.7537031921344
442983,2009-02-18 21:25:00,RUNAWAY,PARK,800 Block of CENTRAL AV,-122.444994681535,37.77743975916521
443037,2009-02-18 19:00:00,DRUNKENNESS,MISSION,900 Block of SOUTH VAN NESS AV,-122.416863555609,37.7579459514924
443083,2009-02-18 17:03:00,DRUNKENNESS,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
443183,2009-02-18 13:30:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
443360,2009-02-17 23:53:00,ARSON,BAYVIEW,400 Block of KANSAS ST,-122.403537681373,37.76406786515879
443507,2009-02-17 16:50:00,DRUNKENNESS,NORTHERN,900 Block of GEARY ST,-122.418940110957,37.7860492230028
443604,2009-02-17 11:00:00,KIDNAPPING,INGLESIDE,0 Block of BLYTHDALE AV,-122.417720424652,37.710661234774896
443686,2009-02-17 00:01:00,KIDNAPPING,INGLESIDE,0 Block of POPE ST,-122.441384223845,37.71429319030009
443720,2009-02-16 22:09:00,DRUNKENNESS,INGLESIDE,MISSION ST / 30TH ST,-122.421970919029,37.74237522452549
443737,2009-02-16 21:47:00,DRUNKENNESS,MISSION,2800 Block of MISSION ST,-122.418296094437,37.7514284856786
443812,2009-02-16 18:00:00,RUNAWAY,BAYVIEW,300 Block of TOPEKA AV,-122.39540386441,37.7314978851017
443951,2009-02-16 11:58:00,RUNAWAY,NORTHERN,300 Block of BUCHANAN ST,-122.4272776443,37.7727541133707
444123,2009-02-08 18:40:00,ARSON,CENTRAL,700 Block of CHESTNUT ST,-122.415719716089,37.8034976038312
444196,2009-02-08 15:00:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
444266,2009-02-08 10:00:00,KIDNAPPING,TENDERLOIN,0 Block of EDDY ST,-122.408042037199,37.7844542987208
444300,2009-02-08 04:00:00,KIDNAPPING,CENTRAL,1400 Block of CLAY ST,-122.416962843507,37.79296084409079
444353,2009-02-07 23:24:00,DRUNKENNESS,MISSION,1400 Block of SOUTH VAN NESS AV,-122.416098641422,37.7499521390889
444387,2009-02-07 22:03:00,DRUNKENNESS,TARAVAL,800 Block of IRVING ST,-122.466861035773,37.764067832215794
444548,2009-02-07 13:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
444657,2009-02-07 02:00:00,KIDNAPPING,MISSION,FLORIDA ST / MARIPOSA ST,-122.411210037798,37.76297361415671
444682,2009-02-06 23:55:00,DRUNKENNESS,MISSION,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
444750,2009-02-06 20:26:00,DRUNKENNESS,NORTHERN,OAK ST / FILLMORE ST,-122.430827580272,37.7739712165626
444783,2009-02-06 19:00:00,DRUNKENNESS,MISSION,200 Block of VALENCIA ST,-122.422350411388,37.768992823432896
444821,2009-02-06 17:30:00,RUNAWAY,TARAVAL,200 Block of GRANADA AV,-122.457235250338,37.7229939308537
444841,2009-02-06 16:43:00,KIDNAPPING,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
444931,2009-02-06 11:45:00,KIDNAPPING,INGLESIDE,5200 Block of MISSION ST,-122.442127045623,37.7149977234776
444976,2009-02-06 09:00:00,ARSON,BAYVIEW,22ND ST / INDIANA ST,-122.391178496581,37.7577699479275
445034,2009-02-06 01:30:00,DRUNKENNESS,CENTRAL,1300 Block of GRANT AV,-122.407370965267,37.79924012538321
445036,2009-02-06 01:30:00,KIDNAPPING,CENTRAL,1300 Block of GRANT AV,-122.407370965267,37.79924012538321
445068,2009-02-05 23:06:00,DRUNKENNESS,RICHMOND,LINCOLN WY / 9TH AV,-122.46644268420602,37.7659245297691
445094,2009-02-05 21:47:00,DRUNKENNESS,INGLESIDE,LAIDLEY ST / 30TH ST,-122.432225748656,37.7417817366112
445145,2009-02-05 18:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
445392,2009-02-05 00:31:00,ARSON,BAYVIEW,600 Block of FELTON ST,-122.410999684769,37.7283041125654
445420,2009-02-04 23:00:00,KIDNAPPING,CENTRAL,1000 Block of CLAY ST,-122.410139707632,37.7937201264155
445433,2009-02-04 22:00:00,KIDNAPPING,PARK,400 Block of CARL ST,-122.455570536628,37.7650284697804
445521,2009-02-04 17:30:00,ARSON,MISSION,800 Block of POTRERO AV,-122.406725329529,37.7585641691709
445526,2009-02-04 17:13:00,DRUNKENNESS,CENTRAL,600 Block of COLUMBUS AV,-122.410534621364,37.80061562136871
445663,2009-02-04 11:00:00,DRUNKENNESS,BAYVIEW,4900 Block of 3RD ST,-122.390978248429,37.7335884807714
445758,2009-02-04 00:40:00,KIDNAPPING,SOUTHERN,0 Block of 4TH ST,-122.404956956375,37.785117856395296
445780,2009-02-03 23:16:00,ARSON,CENTRAL,800 Block of HYDE ST,-122.416855510185,37.7886617324098
445786,2009-02-03 23:00:00,ARSON,TARAVAL,1400 Block of 40TH AV,-122.499498797521,37.7597537080445
446130,2009-02-03 01:15:00,DRUNKENNESS,NORTHERN,100 Block of CHURCH ST,-122.429018189436,37.7675072901238
446182,2009-02-02 21:35:00,DRUNKENNESS,MISSION,3300 Block of 24TH ST,-122.420379793048,37.7521761775715
446312,2009-02-02 15:21:00,DRUNKENNESS,NORTHERN,2200 Block of VANNESS AV,-122.423682814338,37.7962046209564
446375,2009-02-02 13:21:00,DRUNKENNESS,NORTHERN,2800 Block of VANNESS AV,-122.424808513989,37.8017849138186
446501,2009-02-02 07:50:00,RUNAWAY,BAYVIEW,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
446536,2009-02-02 04:08:00,DRUNKENNESS,NORTHERN,POLK ST / SUTTER ST,-122.420120319204,37.78775706024111
446594,2009-01-25 22:50:00,DRUNKENNESS,CENTRAL,200 Block of COLUMBUS AV,-122.406409965318,37.7977588402975
446604,2009-01-25 22:10:00,DRUNKENNESS,TARAVAL,300 Block of SLOAT BL,-122.476112101091,37.734780118103
446615,2009-01-25 21:26:00,DRUNKENNESS,TARAVAL,9TH AV / JUDAH ST,-122.466180771685,37.7621738188702
446618,2009-01-25 21:10:00,DRUNKENNESS,PARK,DIVISADERO ST / PAGE ST,-122.437235589841,37.772204193971895
446638,2009-01-25 20:05:00,DRUNKENNESS,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.414302052544,37.781863316866
446771,2009-01-25 12:10:00,RUNAWAY,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
446850,2009-01-25 04:09:00,DRUNKENNESS,SOUTHERN,6TH ST / HARRISON ST,-122.404071611406,37.7772741854354
447175,2009-01-24 12:00:00,RUNAWAY,BAYVIEW,0 Block of WATCHMAN WY,-122.395251009931,37.75534435195679
447280,2009-01-24 00:53:00,DRUNKENNESS,MISSION,2300 Block of MARKET ST,-122.434229003953,37.7634850137846
447291,2009-01-24 00:30:00,DRUNKENNESS,PARK,1800 Block of HAIGHT ST,-122.452706340322,37.7692156705894
447301,2009-01-24 00:20:00,KIDNAPPING,NORTHERN,OLIVE ST / POLK ST,-122.419458073153,37.7844990197997
447304,2009-01-24 00:17:00,DRUNKENNESS,PARK,MASONIC AV / FELL ST,-122.445904271169,37.7729953727174
447341,2009-01-23 22:39:00,DRUNKENNESS,PARK,3600 Block of 16TH ST,-122.434221184718,37.7642237070482
447364,2009-01-23 21:20:00,DRUNKENNESS,MISSION,0 Block of WOODWARD ST,-122.420787082234,37.7690595236078
447450,2009-01-23 17:10:00,DRUNKENNESS,INGLESIDE,MISSION ST / RANDALL ST,-122.42358068715,37.7398849565957
447690,2009-01-22 20:34:00,DRUNKENNESS,MISSION,400 Block of CASTRO ST,-122.435012093789,37.7617677182954
447713,2009-01-22 19:34:00,DRUNKENNESS,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
447744,2009-01-22 18:16:00,DRUNKENNESS,INGLESIDE,BOCANA ST / CORTLAND AV,-122.418584530851,37.7392989090618
447806,2009-01-22 15:40:00,KIDNAPPING,INGLESIDE,800 Block of NAPLES ST,-122.435104115741,37.7158046693752
447857,2009-01-22 13:03:00,ARSON,NORTHERN,400 Block of MARINA BL,-122.441146704191,37.8060498851528
447980,2009-01-22 02:05:00,KIDNAPPING,SOUTHERN,1100 Block of HOWARD ST,-122.411359138357,37.7764944808779
448041,2009-01-21 21:29:00,KIDNAPPING,CENTRAL,800 Block of GEARY ST,-122.417273344939,37.7861493947594
448081,2009-01-21 18:45:00,DRUNKENNESS,PARK,1700 Block of EDDY ST,-122.43644305449,37.7808493247624
448104,2009-01-21 17:56:00,DRUNKENNESS,SOUTHERN,900 Block of MARKET ST,-122.409536662692,37.78269112134721
448115,2009-01-21 17:00:00,ARSON,TARAVAL,600 Block of HEAD ST,-122.464519701074,37.718824586123
448341,2009-01-21 03:17:00,ARSON,TARAVAL,SANTIAGO ST / 24TH AV,-122.481180963255,37.7446799417931
448433,2009-01-20 20:15:00,KIDNAPPING,INGLESIDE,100 Block of BLYTHDALE AV,-122.420529801066,37.7110023300609
448567,2009-01-20 14:45:00,DRUNKENNESS,CENTRAL,600 Block of COLUMBUS AV,-122.410534621364,37.80061562136871
448666,2009-01-20 09:25:00,RUNAWAY,BAYVIEW,1400 Block of PALOU AV,-122.388078475154,37.7324430442707
448763,2009-01-19 23:45:00,ARSON,RICHMOND,DIVISADERO ST / JACKSON ST,-122.441155369375,37.791629148973605
448856,2009-01-19 18:42:00,KIDNAPPING,MISSION,1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529
448919,2009-01-19 16:30:00,RUNAWAY,TARAVAL,2500 Block of 45TH AV,-122.50328313627,37.73901112748421
449094,2009-01-19 08:10:00,KIDNAPPING,NORTHERN,200 Block of PAGE ST,-122.424829503585,37.7737213634177
449124,2009-01-19 02:35:00,DRUNKENNESS,SOUTHERN,800 Block of HARRISON ST,-122.400799947914,37.7799338672319
449158,2009-01-11 23:36:00,DRUNKENNESS,CENTRAL,500 Block of BROADWAY ST,-122.406460643507,37.7979466732983
449160,2009-01-11 23:19:00,DRUNKENNESS,NORTHERN,1000 Block of POLK ST,-122.419858277339,37.786137125238
449166,2009-01-11 23:00:00,KIDNAPPING,NORTHERN,WEBSTER ST / GEARY BL,-122.431206932079,37.7845681170336
449211,2009-01-11 20:00:00,RUNAWAY,BAYVIEW,1200 Block of QUESADA AV,-122.383037431906,37.728636436753
449318,2009-01-11 15:36:00,KIDNAPPING,MISSION,600 Block of VALENCIA ST,-122.421644195835,37.7631124568674
